Bug-ID ,Project ,Classification,Summary,Link,Enviroment ,
85012,z_Archived,Functional issue,Properties view does not work in Eclipse 3.1,85012,ECLIPSE,
85470,z_Archived,Functional issue,TableColumn data property issues,85470,ECLIPSE,
86931,z_Archived,Functional issue,Error in JavaBeans Window,86931,ECLIPSE,
87116,z_Archived,Functional issue,[perf] Load from model cache fails in second startup,87116,ECLIPSE,
87158,z_Archived,Functional issue,Default JLabel text Incorrect,87158,ECLIPSE,
87162,z_Archived,Functional issue,3.1 SWT GridLayout does not work correctly,87162,ECLIPSE,
87597,z_Archived,Functional issue,Project clean doesn't work correctly,87597,ECLIPSE,
105723,z_Archived,Functional issue,TVT 3.1 - TCT 526 - Translated strings not being pulled from NL fragment for japanese for preferences and help plugins,105723,ECLIPSE,
106080,z_Archived,Functional issue,TVT 3.1: TCT573 TPTP - incorrect Decimal separator,106080,ECLIPSE,
106915,z_Archived,Functional issue,"TVT 3.1: TCT 585 - ""Execution Verdict Decorator"" not translated",106915,ECLIPSE,
107046,z_Archived,Functional issue,Untranslated in filters customization,107046,ECLIPSE,
107729,z_Archived,Functional issue,When starting a RAC in a command prompt window I get an error when starting it,107729,ECLIPSE,
108525,z_Archived,Functional issue,Remove references to Eclipse classes from standalone plugin,108525,ECLIPSE,
109773,z_Archived,Functional issue,Remote import log files got an error message,109773,ECLIPSE,
111237,z_Archived,Functional issue,Exception: org.eclipse.hyades.logging.events.cbe.ValidationException : IWAT0207,111237,ECLIPSE,
111994,z_Archived,Functional issue,New AC: Failure to launch application results in dup of ProcessController,111994,ECLIPSE,
112362,z_Archived,Functional issue,Clients aren't notified if their agents deregister ; to add client listener notification,112362,ECLIPSE,
112377,z_Archived,Functional issue,Validation failure with noValue EDE's,112377,ECLIPSE,
112695,z_Archived,Functional issue,Run HyadesLoggingLog4JSample sample got compile error,112695,ECLIPSE,
112781,z_Archived,Functional issue,[Functionality; Reliability] Exception thrown by Agent Controller on remote host when launching remote test suite.,112781,ECLIPSE,
113281,z_Archived,Functional issue,[Regression] NullPointerException when importing log file with filters from remote Linux IA32,113281,ECLIPSE,
113379,z_Archived,Functional issue,Parsing of shipped sample Apache error log with default UTF-8 file encoding fails,113379,ECLIPSE,
113419,z_Archived,Functional issue,Agent Manager ID is in agent ID range,113419,ECLIPSE,
113691,z_Archived,Functional issue,Named pipe gets in blocking state,113691,ECLIPSE,
113976,z_Archived,Functional issue,[Regression] Put file command in file system services fails on Linux,113976,ECLIPSE,
114018,z_Archived,Functional issue,[Regression] Automation services framework failures on Windows,114018,ECLIPSE,
114936,z_Archived,Functional issue,Rule for OtherSitutation gives error on GLA run,114936,ECLIPSE,
115009,z_Archived,Functional issue,[Platform Specific; Regression] Automation client adapter shell script incorrect,115009,ECLIPSE,
115177,z_Archived,Functional issue,Exceptions thrown when opening Database Explorer View related to loading images,115177,ECLIPSE,
57058,z_Archived,Functional issue,Configuration not picking up Profiling settings in certain cases,57058,ECLIPSE,
58268,z_Archived,Functional issue,globalInstanceId and localInstanceId are null for all import log records,58268,ECLIPSE,
59290,z_Archived,Functional issue,Perfmom Data Collection Agent launch configuration create 2 agents,59290,ECLIPSE,
59802,z_Archived,Functional issue,Extensibility does not work at the second level in the 'requires' chain,59802,ECLIPSE,
59806,z_Archived,Functional issue,"""Unknown"" method names appearing in the Method Statistics view",59806,ECLIPSE,
69675,z_Archived,Functional issue,SimpleAttributeDecoder; need parse tree for non-new type args too,69675,ECLIPSE,
94121,z_Archived,Functional issue,ArrayIndexOutOfBoundsException when gathering data via Agent Controller,94121,ECLIPSE,
95570,z_Archived,Functional issue,New Class Creation Wizard Fails for JFrame,95570,ECLIPSE,
95571,z_Archived,Functional issue,RCP Launcher Fails,95571,ECLIPSE,
95955,z_Archived,Functional issue,IllegalStateException: Expression type sent in invalid order,95955,ECLIPSE,
96100,z_Archived,Functional issue,Eclipse crashes when checking out a large project from CVS,96100,ECLIPSE,
87968,z_Archived,Functional issue,Changing Certain SWT Table Properties Causes Exceptions,87968,ECLIPSE,
90981,z_Archived,Functional issue,(Plat) Configuration fails with JVM located in a directory name with double byte chars,90981,ECLIPSE,
91522,z_Archived,Functional issue,Exceptions when editing layoutproperties,91522,ECLIPSE,
91526,z_Archived,Functional issue,Link Message Box Errors,91526,ECLIPSE,
92566,z_Archived,Functional issue,SWT Dropping Components causes Incorrect Code,92566,ECLIPSE,
96416,z_Archived,Functional issue,Rename of ViewPart's parent argument not working,96416,ECLIPSE,
98417,z_Archived,Functional issue,Incorrect code generated for EditorPart and ViewPart instances,98417,ECLIPSE,
98588,z_Archived,Functional issue,(MON) Log import with filters of non-TPTP log file types is failing,98588,ECLIPSE,
103245,z_Archived,Functional issue,(Provisional) Parallel transfer of files causing exception in base agent,103245,ECLIPSE,
88918,z_Archived,Functional issue,Deleting a method/components may render the VE unusable,88918,ECLIPSE,
89572,z_Archived,Functional issue,Agent launch configuration bugs,89572,ECLIPSE,
96437,z_Archived,Functional issue,Choose Bean Dialog Exception,96437,ECLIPSE,
103240,z_Archived,Functional issue,(Provisional) Timing issues with the Agent Tech Preview Linux build,103240,ECLIPSE,
103498,z_Archived,Functional issue,Name Pipe TL not working properly on RH EL3,103498,ECLIPSE,
104434,z_Archived,Functional issue,Clients aren't notified if their agents deregister,104434,ECLIPSE,
104825,z_Archived,Functional issue,"TVT3.1: tct393 - ""TPTP Example IType Count Template"" is in",104825,ECLIPSE,
477459,Bugzilla,Functional issue,"buglist.cgi crashes for logged out users if the ""Reporter"" column is displayed",https://bugzilla.mozilla.org/show_bug.cgi?id=477459,MOZILLA,
575097,Bugzilla,Functional issue,New STS header in Bugzilla::CGI causes malformed header error due to lack of Content-Type naming,https://bugzilla.mozilla.org/show_bug.cgi?id=575097,MOZILLA,
157651,Bugzilla,Functional issue,review: Footer on create attachment page looks wrong.; v1,157651,MOZILLA,
159566,Bugzilla,Functional issue,review: list/list.html.tmpl: Error in hash initialisation; v1: move '}' one line down and add a comma.,159566,MOZILLA,
160205,Bugzilla,Functional issue,review: search/knob.html.tmpl: script type missing; space missing; v1: simple three-liner patch,160205,MOZILLA,
164645,Bugzilla,Functional issue,review: xml.cgi - attachments is broken and insiders not enforced; Fix,164645,MOZILLA,
166019,Bugzilla,Functional issue,review: checksetup gives torrent of cryptic errors if my_webservergroup is not found; die with sensible message,166019,MOZILLA,
166026,Bugzilla,Functional issue,review: On failure in template->new; a template is used to display error; Replace DisplayError with die,166026,MOZILLA,
169055,Bugzilla,Functional issue,review: Document CheckCanChangeField so sites can modify it for local needs; Patch v.1,169055,MOZILLA,
169059,Bugzilla,Functional issue,review: clean up format ambiguities; Patch v.2,169059,MOZILLA,
169064,Bugzilla,Functional issue,review: colchange.cgi is not localisable; Patch v.1,169064,MOZILLA,
169301,Bugzilla,Functional issue,review: Fix page.cgi's method of finding templates; Patch v.1,169301,MOZILLA,
169545,Bugzilla,Functional issue,review: boolean chart addition doesn't keep query template format; Patch v.1,169545,MOZILLA,
170251,Bugzilla,Functional issue,review: Regression - buglist highlighting broken; Patch,170251,MOZILLA,
171768,Bugzilla,Functional issue,review: Remove hard-coded titles and things; Patch A v.2,171768,MOZILLA,
172220,Bugzilla,Functional issue,review: Remove hard-coded titles and things; Patch B v.1,172220,MOZILLA,
173157,Bugzilla,Functional issue,review: Remove old reporting (most doomed etc.); Patch v.2,173157,MOZILLA,
174811,Bugzilla,Functional issue,review: field names should be l10n in user-errors.html.tmpl called by Add Estimated; Actual; Remaining Time Fields; Patch v.1,174811,MOZILLA,
179184,Bugzilla,Functional issue,regetlastlist returns all bugs,https://bugzilla.mozilla.org/show_bug.cgi?id=179184,MOZILLA,
159602,Bugzilla,Functional issue,review: Templatise colchange.cgi; Patch v.1,159602,MOZILLA,
159902,Bugzilla,Functional issue,review: token.cgi: localize strings send to message.html.tmpl (Part one); v1: Patch token.cgi,159902,MOZILLA,
172218,Bugzilla,Functional issue,review: Templatise all calls to DisplayError; Patch D v.1,172218,MOZILLA,
173059,Camino Graveyard,Functional issue,chimera crash on 10.2.1 while calling SetThemeCursor [@ QDIsPortBuffered],173059,MOZILLA,
2786,CCK,Functional issue,Merge user.js program: Not correct out.js file is created.,2786,MOZILLA,
3176,CCK,Functional issue,Creation of JSC component does not create an output .JSC file.,3176,MOZILLA,
3229,CCK,Functional issue,Wrong error message is displayed on the DOS-box.,3229,MOZILLA,
16679,Core,Functional issue,nsCookieService::GetCookieString returns NS_OK in all cases,16679,MOZILLA,
16682,Core,Functional issue,[PP] Error in page loading,16682,MOZILLA,
17416,Core,Functional issue,Recent fixes to nsChromeRegistry.cpp cause HP builds to fail,17416,MOZILLA,
1713,Core,Functional issue,hr's don't float correctly.,1713,MOZILLA,
2540,Core,Functional issue,Can't build current CVS Tree (21.1.99) Getting internal compiler error,2540,MOZILLA,
2798,Core,Functional issue,warnings: hiding inherited virtual functions,2798,MOZILLA,
3531,Core,Functional issue,Scribble (widget test) won't compile on AIX,3531,MOZILLA,
5234,Core,Functional issue,Error in Makefile widget/src/xpwidgets,5234,MOZILLA,
6135,Core,Functional issue,Crash on nsPluginsDirWin.cpp,6135,MOZILLA,
11154,Core,Functional issue,GetNextSibling returns node with value of child; not sibling,11154,MOZILLA,
11272,Core,Functional issue,warnings / bugs in EditTable.cpp,11272,MOZILLA,
11458,Core,Functional issue,compiler warning,11458,MOZILLA,
11575,Core,Functional issue,ServiceImpl::UnregisterResource does not catch null uri,11575,MOZILLA,
12410,Core,Functional issue,Assert/abort on this URL,12410,MOZILLA,
14733,Core,Functional issue,Use of uninitialized class pointer,14733,MOZILLA,
14891,Core,Functional issue,resource protocol handler not up to current XPCOM registry file location standards,14891,MOZILLA,
14899,Core,Functional issue,RDF/XML datasource Refresh() sends bad notifications,14899,MOZILLA,
21884,Core,Functional issue,[dogfood] crash visiting various websites in the image / networking code,21884,MOZILLA,
22140,Core,Functional issue,crash on page (not reproducable),22140,MOZILLA,
25910,Core,Functional issue,[talkback] random but high hit crash in cache code?,25910,MOZILLA,
26000,Core,Functional issue,reproducible crash; build id 200013114; NSGetModule() loop?,26000,MOZILLA,
32559,Core,Functional issue,Crashes every time; under Windows 98; with M14.,32559,MOZILLA,
38827,Core,Functional issue,startDownload string not localizable,38827,MOZILLA,
42484,Core,Functional issue,warning (bug!) when compiling nsUnicodeToGBK.cpp,42484,MOZILLA,
42635,Core,Functional issue,nsToolboxFrame::HandleEvent hides inherited methods,42635,MOZILLA,
50012,Core,Functional issue,Browser is crashing while loading big images( > 5MB),50012,MOZILLA,
84175,Core,Functional issue,nsHTMLEditor::IsEmptyCell should be rewritten,84175,MOZILLA,
96284,Core,Functional issue,uneval(); Error.prototype.toSource() does not escape quotes correctly,96284,MOZILLA,
98764,Core,Functional issue,"-remote 'openURL(""xyz"")' while no browser window up causes an unchromed browser window to display",98764,MOZILLA,
114208,Core,Functional issue,last all.js checkin has bad useragent.override,114208,MOZILLA,
118014,Core,Functional issue,Trunk M099 crashes [@ FrameManager::ReResolveStyleContext] [@ RuleProcessorData::RuleProcessorData][@ nsXULElement::GetID],118014,MOZILLA,
19923,Core,Functional issue,view-source handles CDATA sections badly,19923,MOZILLA,
21276,Core,Functional issue,Combo boxes submit %0D%0A for no value/label/content,21276,MOZILLA,
21328,Core,Functional issue,[DOGFOOD] Enable network cache by default,21328,MOZILLA,
44149,Core,Functional issue,improperly parented modal dialog in nsWalletService,44149,MOZILLA,
45245,Core,Functional issue,warning in nsMenuBar.cpp,45245,MOZILLA,
57937,Core,Functional issue,Accessing cross frame properties from signed jar file fails,57937,MOZILLA,
122872,Core,Functional issue,mach-o bustage in nsNativeThemeMac.cpp,122872,MOZILLA,
128587,Core,Functional issue,EUC-KR decoder : a bug in 8byte seq. rep. of Hangul syllables,128587,MOZILLA,
83613,Core ,Functional issue,"crash when I go to my 0.9.1 bug list, and then to my 0.9.2 bug list, Trunk & M091",https://Bugzilla.mozilla.org/show_bug.cgi?id=83613,MOZILLA,
103477,Core ,Functional issue,rendering breaks (or crash) when going from tweakers.net to bugzilla - Trunk,https://Bugzilla.mozilla.org/show_bug.cgi?id=103477,MOZILLA,
162670,Core ,Functional issue,browser hangs on bugzilla and bonsai pages,https://bugzilla.mozilla.org/show_bug.cgi?id=162670,MOZILLA,
344914,Core ,Functional issue,crash caused by GetImageData; buggy JSObject allocation,https://bugzilla.mozilla.org/show_bug.cgi?id=344914,MOZILLA,
587350,Core ,Functional issue,Crash on startup from bug 580407,https://bugzilla.mozilla.org/show_bug.cgi?id=587350,MOZILLA,
843402,Core ,Functional issue,Impossible to sanely debug JS::Value code because all the functions get inlined and can't be called by gdb,https://bugzilla.mozilla.org/show_bug.cgi?id=843402,MOZILLA,
307478,Core ,Functional issue,Build failure with syntax error in nsDebug.h,https://bugzilla.mozilla.org/show_bug.cgi?id=307478,MOZILLA,
356670,Core ,Functional issue,The ASCII text rendering is broken on Linux (regression of bug 356235),https://bugzilla.mozilla.org/show_bug.cgi?id=356670,MOZILLA,
10924,Core Graveyard,Functional issue,Invoking Node->getFirstChild method dumps core,10924,MOZILLA,
10927,Core Graveyard,Functional issue,Invoking Node->getLastChild method dumps core,10927,MOZILLA,
14712,Core Graveyard,Functional issue,Loading photocube applet twice crashes apprunner.,14712,MOZILLA,
32573,Core Graveyard,Functional issue,AutoTranslate does not translate Japanese pages into English,32573,MOZILLA,
36127,Core Graveyard,Functional issue,AutoTranslate-Source Language detects this page as German,36127,MOZILLA,
44187,Core Graveyard,Functional issue,LiveConnect crashes when Java not present,44187,MOZILLA,
48304,Core Graveyard,Functional issue,"LiveConnect crash in gc_root_marker with (char*)he->value = ""member_val->field_val""",48304,MOZILLA,
55186,Core Graveyard,Functional issue,crash on startup with IBM JRE,55186,MOZILLA,
99880,Core Graveyard,Functional issue,Crash when clicking on links in Java applet,99880,MOZILLA,
54667,Core Graveyard,Functional issue,psm hangs on solaris,54667,MOZILLA,
220450,Firefox,Functional issue,Bugfix for 215981 kills build process of MozillaFirebird.,https://bugzilla.mozilla.org/show_bug.cgi?id=220450,MOZILLA,
588438,Graveyard,Functional issue,[SkipList] Add mozalloc_abort and NS_DebugBreak_P to irrelevantSignatureRegEx,https://bugzilla.mozilla.org/show_bug.cgi?id=588438,MOZILLA,
387218,Graveyard,Functional issue,Build bustage from bug 384374 landing,https://bugzilla.mozilla.org/show_bug.cgi?id=387218,MOZILLA,
182193,MailNews Core,Functional issue,"crash opening bugtraq-digest mails via IMAP, no error message",https://Bugzilla.mozilla.org/show_bug.cgi?id=182193,MOZILLA,
4166,MailNews Core,Functional issue,unable to compile mozilla/mailnews/base/src/nsMsgMD5.cpp,4166,MOZILLA,
6496,MailNews Core,Functional issue,[PP]Select Message|Mark|As Read crashes my system,6496,MOZILLA,
21670,MailNews Core,Functional issue,mozilla Windows build of 12/13 crashes reading particular message,21670,MOZILLA,
61642,MailNews Core,Functional issue,Browser crashed when navigating between folders in a POP mail account for Netscape 6.0.,61642,MOZILLA,
76259,MailNews Core,Functional issue,Changing Headers View Causes Crash In NECKO.DLL,76259,MOZILLA,
85613,MailNews Core,Functional issue,Crash if reading email when profile is non-local and another instance of mozilla is running,85613,MOZILLA,
168188,MailNews Core,Functional issue,Cannot move mail from Subfolder of (IMAP-)INBOX to my Local Folders,168188,MOZILLA,
171121,MailNews Core,Functional issue,Crash on multipart messages [@ nsProperties::Set ],171121,MOZILLA,
179285,MailNews Core,Functional issue,Password isn't remembered or sent properly during auto-mass retrieval.,179285,MOZILLA,
158087,Mozilla,Functional issue,dead link to cryptographic code,158087,MOZILLA,
183368,Mozilla,Functional issue,Source for 1.2.1 is not available from FTP,183368,MOZILLA,
205795,Mozilla,Functional issue,missing dot in chinese win32 Talkback enabled Zipfile,205795,MOZILLA,
131713,Mozilla,Functional issue,Invalid Return in JavaScript,131713,MOZILLA,
2431,NSPR,Functional issue,PL_GetNextOpt asserts if an option with an associated value is not immediately followed by its value.,2431,MOZILLA,
3949,NSPR,Functional issue,NSPR gives me a compile error on Linux.,3949,MOZILLA,
424,SeaMonkey,Functional issue,Warning fix: -DBSD on BSD platforms,424,MOZILLA,
838,SeaMonkey,Functional issue,Mozilla fails to build correctly on any non-gcc/g++ HP-UX compiler,838,MOZILLA,
3150,SeaMonkey,Functional issue,incomplete .zip file,3150,MOZILLA,
8163,SeaMonkey,Functional issue,"EXPORT - interface methods on ""services"" - appcores",8163,MOZILLA,
8800,SeaMonkey,Functional issue,[PP]Search Messages:open dropdowns don't collapse correctly,8800,MOZILLA,
14571,SeaMonkey,Functional issue,__STDC__ in intl/uconv/src/Makefile.in,14571,MOZILLA,
14603,SeaMonkey,Functional issue,Minor fixup to protypes.h for OpenVMS,14603,MOZILLA,
18858,SeaMonkey,Functional issue,Warnings and error first time mozilla is run,18858,MOZILLA,
28043,SeaMonkey,Functional issue,Mac build scripts can fail to pull NSPR,28043,MOZILLA,
29638,SeaMonkey,Functional issue,compile-time error in nsWebShell.cpp on AIX-4.3.2,29638,MOZILLA,
33692,SeaMonkey,Functional issue,Netcenter search pages are supposedly UTF-8 encoded; but are sending back bad data,33692,MOZILLA,
34912,SeaMonkey,Functional issue,JA: The orange gif in center of side bar panel rakuten [ichiba] produces a page not found error when clicked on in the sidebar pannel its self.,34912,MOZILLA,
35076,SeaMonkey,Functional issue,"""Ticket OnlineEvents"" search extended char. problem",35076,MOZILLA,
35485,SeaMonkey,Functional issue,"DE:PR1 investorworld spacing after ""Anmelden"" has to be fixed",35485,MOZILLA,
35486,SeaMonkey,Functional issue,DE:PR1 investorworld link problems,35486,MOZILLA,
36675,SeaMonkey,Functional issue,"""Save As"" doesn't work on OpenVMS",36675,MOZILLA,
42873,SeaMonkey,Functional issue,Client generates corrupted UTF-8 for keyword search,42873,MOZILLA,
43160,SeaMonkey,Functional issue,Profile Manager XML Parsing Error,43160,MOZILLA,
49288,SeaMonkey,Functional issue,Crash accessing non existent jar files,49288,MOZILLA,
138724,SeaMonkey,Functional issue,Mail/News startup Default Website defaced,138724,MOZILLA,
192220,SeaMonkey,Functional issue,Bug 22056 checkin regressed Ts and Txul,https://Bugzilla.mozilla.org/show_bug.cgi?id=168029,MOZILLA,
24347,SeaMonkey,Functional issue,[OpenVMS] Process hangs after quit,24347,MOZILLA,
28267,SeaMonkey,Functional issue,HP-UX 11.00 Builds no longer run.,28267,MOZILLA,
45452,SeaMonkey,Functional issue,Where the hell is Kerz,45452,MOZILLA,
54080,SeaMonkey,Functional issue,OS/2 gmake choking on REGCHROME lines,54080,MOZILLA,
60944,SeaMonkey,Functional issue,OS/2 - Mozilla stays in Window List.,60944,MOZILLA,
112785,SeaMonkey,Functional issue,Multiple reciepients are shown wrong,112785,MOZILLA,
114802,SeaMonkey,Functional issue,"Tab control misdrawn with Windows's ""Rainy Day"" in classic",114802,MOZILLA,
66289,Tech Evangelism Graveyard,Functional issue,Unable to login at http://www.inbox.ru,66289,MOZILLA,
179025,Tech Evangelism Graveyard,Functional issue,fic.com -- missing content due to malformed comment tags,179025,MOZILLA,
39918,Lenya,Functional issue ,"[Refactoring] Rename *,getDocumentIdentityMap() to *,get(Document)Factory()",39918,APACHE ,
913,Fop - Now in Jira,Functional issue ,"faulty implementation of org,w3c,dom,css,CSSValue",913,APACHE ,
15585,Log4j - Now in Jira,Functional issue ,log4j does not show Class Name; Method; or Line Number on AS400,15585,APACHE ,
WHIMSY-154,Whimsy,GUI-related issue,Username display broken on whimsy.a.o,https://issues.apache.org/jira/browse/WHIMSY-154?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12312823%5D%20ASC,APACHE ,197
STR-183,Struts,GUI-related issue,struts-html.xml doesnt support 'file' tag 'size' attribute,https://issues.apache.org/jira/browse/STR-183?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
FOP-71,FOP,GUI-related issue,text color not working after a page break,https://issues.apache.org/jira/browse/FOP-71?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
FOP-164,FOP,GUI-related issue,aligning text to 'right',https://issues.apache.org/jira/browse/FOP-164?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
FOP-62,FOP,GUI-related issue,Text alignment in table cells,https://issues.apache.org/jira/browse/FOP-62?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
4654,Fop - Now in Jira,GUI-related issue,right align with euro symbol,4654,APACHE ,
917,Fop - Now in Jira,GUI-related issue,"this special character is not rendered correctly in the pdf,",917,APACHE ,
38719,Fop - Now in Jira,GUI-related issue,"Image loading in pdf,",38719,APACHE ,
1596,Fop - Now in Jira,GUI-related issue,Adobe Acrobat claims Fop output has bad page contents,1596,APACHE ,
1180,Fop - Now in Jira,GUI-related issue,Problem with monospaced font,1180,APACHE ,
1724,Fop - Now in Jira,GUI-related issue,Text alignment in table cells,1724,APACHE ,
28875,Tomcat 5,GUI-related issue,"Multi-byte characters in default error page aren't printed out correctly,",28875,APACHE ,
1105,Fop - Now in Jira,GUI-related issue,Problems font subset embedding,1105,APACHE ,
16929,Fop - Now in Jira,GUI-related issue,"Table rows of a table in a page body with two columns are ommitted on last page,",16929,APACHE ,
1136,Fop - Now in Jira,GUI-related issue,Problems with UTF-8 hyphenation patterns,1136,APACHE ,
682,Fop - Now in Jira,GUI-related issue,Lists do not display correctly,682,APACHE ,
57654,Apache httpd-2,GUI-related issue,"Browsers can't display html documentation pages correctly (versions 2,0; 2,2; 2,4)",57654,APACHE ,
42909,Lenya,GUI-related issue,Error screen is not displayed when usecase failed,42909,APACHE ,
43884,Lenya,GUI-related issue,Site overview not displayed if dublin core title is empty,43884,APACHE ,
1242,Fop - Now in Jira,GUI-related issue,Error in Font-Documentation,1242,APACHE ,
39285,Fop - Now in Jira,GUI-related issue,"Attempt to render xml with inline image causes java,lang,OutOfMemoryError",39285,APACHE ,
51760,Fop - Now in Jira,GUI-related issue,[PATCH] PostScript PDF-image causes error,51760,APACHE ,
34033,Tomcat 5,GUI-related issue,Cannot delete users using Administration Tool webapp (HTTP 500 error),34033,APACHE ,
1341,Fop - Now in Jira,GUI-related issue,the chinese font cannot view all,1341,APACHE ,
36875,Lenya,GUI-related issue,NPE: Area is missing in site view,36875,APACHE ,
651,Fop - Now in Jira,GUI-related issue,"PFMReader throws Exception: No scheme found in URI: charlist,xml",651,APACHE ,
32174,Fop - Now in Jira,GUI-related issue,Rendering fails with IndexOutOfBoundsException in LineLayoutManager,32174,APACHE ,
41503,Fop - Now in Jira,GUI-related issue,IndexOutOfBoundsException when missing fo:table-cell column-number and number-rows-spanned used in the same fo:table,41503,APACHE ,
40634,Fop - Now in Jira,GUI-related issue,Horizontal space needed for a text block is always too large,40634,APACHE ,
1923,Fop - Now in Jira,GUI-related issue,text-decoration does not work,1923,APACHE ,
684,Fop - Now in Jira,GUI-related issue,border width in tables adds up,684,APACHE ,
1474,Fop - Now in Jira,GUI-related issue,fo:external-graphic rendered as block level object,1474,APACHE ,
1261,Fop - Now in Jira,GUI-related issue,problem with rendering of external-graphic in Fop-18,1261,APACHE ,
43089,Fop - Now in Jira,GUI-related issue,"[PATCH] PDFRenderer - text-decoration (e,g, underline) not being renderered with Type1 fonts",43089,APACHE ,
953,Fop - Now in Jira,GUI-related issue,Incorrect hyperlinks area rendering in justified text blocks,953,APACHE ,
43975,Fop - Now in Jira,GUI-related issue,right border of cell spanning multiple columns is not rendered,43975,APACHE ,
40048,Fop - Now in Jira,GUI-related issue,"When using AWTRenderer for printing of document incorrect imageable area is specified in java,awt,print,PageFormat",40048,APACHE ,
45152,Fop - Now in Jira,GUI-related issue,"Solid bottom border not rendered correctly since 0,94",45152,APACHE ,
48167,Fop - Now in Jira,GUI-related issue,[PATCH] CMYK colors converted to RGB when not provided <fo:declarations> tag,48167,APACHE ,
47690,Fop - Now in Jira,GUI-related issue,Tables on multi-column pages sometimes come out wrong,47690,APACHE ,
1130,Fop - Now in Jira,GUI-related issue,Alignment of page-number-citation inside a ToC,1130,APACHE ,
1618,Fop - Now in Jira,GUI-related issue,Bug with fo:page-number-citation and CID fonts,1618,APACHE ,
1363,Fop - Now in Jira,GUI-related issue,backgroud-color in fo:table-cell and fo:table-column produce no output,1363,APACHE ,
1795,Fop - Now in Jira,GUI-related issue,"table-cell background colour doesn't work,",1795,APACHE ,
1972,Fop - Now in Jira,GUI-related issue,text color not working after a page break,1972,APACHE ,
42878,Lenya,GUI-related issue,"Asset properties (size etc,) are stored in the download link",42878,APACHE ,
49835,Fop - Now in Jira,GUI-related issue,Wrong page break with 2 columned region and tables,49835,APACHE ,
44621,Fop - Now in Jira,GUI-related issue,Wrong generation of merged elements if footer has thicker borders than normal,44621,APACHE ,
39215,Fop - Now in Jira,GUI-related issue,[PATCH] To render GIF external images in RTF output via PNG,39215,APACHE ,
35656,Fop - Now in Jira,GUI-related issue,"Setting the property ""width"" on cell does not take effect,",35656,APACHE ,
43616,Fop - Now in Jira,GUI-related issue,Extra space added after table under some circumstances,43616,APACHE ,
36475,Fop - Now in Jira,GUI-related issue,Background-color attribute handling for fo:block in RTF rendering,36475,APACHE ,
40672,Lenya,GUI-related issue,BXE menu images do not show,40672,APACHE ,
20539,Lenya,GUI-related issue,"""Live Sites"" section on website: ""File not found""",20539,APACHE ,
1571,Fop - Now in Jira,GUI-related issue,Multolingual support in converting xml - pdf,1571,APACHE ,
49870,Fop - Now in Jira,GUI-related issue,Border-right not visible if hyphenation is activated,49870,APACHE ,
41631,Fop - Now in Jira,GUI-related issue,Percentages in proportional-column-width() not supported,41631,APACHE ,
44289,Fop - Now in Jira,GUI-related issue,Wrong border resolution when header/footer omitted at break,44289,APACHE ,
32617,Lenya,GUI-related issue,Saving a document in the default pub produces multiple html meta charset entries,32617,APACHE ,
40122,Fop - Now in Jira,GUI-related issue,table header is missing when table is inside a list and splitted,40122,APACHE ,
734,Ant,GUI-related issue,Filter doc example misleading for usage,734,APACHE ,
36934,Fop - Now in Jira,GUI-related issue,The collapsing border model on an fo:table is currently not supported by FOP,36934,APACHE ,
21955,Apache httpd-2,GUI-related issue,Dynamically generated HTML pages compressed with mod_deflate are sometimes truncated,21955,APACHE ,
36394,Fop - Now in Jira,GUI-related issue,fo:character generates invalid PDF,36394,APACHE ,
11040,CDT,GUI-related issue,ensure that launcher does not launch if selected project is closed,11040,ECLIPSE,
12713,CDT,GUI-related issue,remote editing of files,12713,ECLIPSE,
233988,Community,GUI-related issue,Maintaining bugzilla data for technology.mat,https://bugs.eclipse.org/bugs/show_bug.cgi?id=233988,ECLIPSE,
258847,Community,GUI-related issue,Committer nomination failing with a known good Bugzilla address,https://bugs.eclipse.org/bugs/show_bug.cgi?id=258847,ECLIPSE,
484082,EPP,GUI-related issue,Description of bug in Events area should stretch with area,https://bugs.eclipse.org/bugs/show_bug.cgi?id=484082,ECLIPSE,
5290,JDT,GUI-related issue,Source does not show up on debug,5290,ECLIPSE,
188871,PDT,GUI-related issue,"PHP Preferences - in servers page - add a ""make default"" in servers and executables (currently only in debug page)",https://bugs.eclipse.org/bugs/show_bug.cgi?id=188871,ECLIPSE,
